first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Granit,Xhaka,7,8,153,2992,35,673.3,647.0,498.0,15,634,182.0,13,0,4,2.7,48,MF
Mohamed,Elneny,0,0,6,111,2,5.4,4.6,0.0,0,27,1.1,0,0,0,0.6,41,MF
Rob,Holding,1,0,21,562,13,10.3,152.0,54.0,0,120,21.6,0,0,0,0.2,42,DF
Thomas,Partey,3,0,86,2480,28,439.6,513.2,240.0,6,468,119.5,11,0,5,0.4,47,MF
Martin,Ødegaard,15,8,212,3132,38,1100.4,960.0,920.0,30,813,298.3,13,0,4,33.3,69,MF
Kieran,Tierney,0,1,37,774,10,85.5,144.0,67.0,0,164,29.9,1,0,0,0.8,46,DF
Nicolas,Pépé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MF
Benjamin,White,2,5,156,3054,35,491.2,649.0,159.0,12,734,130.0,15,0,5,16.1,50,DF
Eddie,Nketiah,4,2,63,1071,16,128.2,213.4,598.0,5,161,93.1,2,0,3,1.8,63,FW
Emile,Smith Rowe,0,2,18,161,5,64.3,36.6,39.0,0,60,13.8,0,0,0,0.4,56,MF
Bukayo,Saka,14,12,202,3183,42,1091.8,972.2,1164.0,19,678,322.8,12,0,6,25.6,80,MF
Takehiro,Tomiyasu,0,1,32,651,11,86.6,137.0,55.0,0,173,27.7,2,0,2,0.5,42,DF
Aaron,Ramsdale,0,0,143,3420,43,0.0,761.4,0.0,9,664,76.2,14,0,1,11.4,48,GK
Gabriel,dos Santos Magalhães,3,0,146,3409,43,129.7,733.8,401.0,15,723,126.5,14,0,5,13.4,52,DF
Nuno,Varela Tavares,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DF
Gabriel,Martinelli Silva,15,9,198,2789,33,838.1,844.2,1300.0,18,648,298.1,14,0,3,26.3,65,MF
Pablo,Marí Villar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DF
Lucas,Torreira di Pascua,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MF
Reiss,Nelson,3,3,42,202,3,99.2,169.8,155.0,5,127,42.4,1,0,0,0.0,47,MF
Matt,Turner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,38,GK
Fábio,Ferreira Vieira,1,2,40,500,5,180.1,115.2,123.0,2,134,41.4,2,0,0,0.1,56,MF
William,Saliba,2,1,117,2415,25,100.8,529.0,114.0,14,571,74.5,12,0,4,15.6,49,DF
Marcus,Oliveira Alencar,0,0,1,1,0,0.2,0.0,0.0,0,3,0.0,0,0,0,0.1,46,MF
Gabriel,Fernando de Jesus,11,7,125,2064,23,407.3,594.2,1282.0,17,401,228.3,9,0,6,28.3,81,FW
Leandro,Trossard,8,13,154,2237,38,687.1,620.0,859.0,8,494,216.6,8,0,1,7.2,66,MF
Jorge Luiz,Frello Filho,2,2,79,2127,23,254.1,386.4,97.0,5,379,73.9,9,0,4,1.9,57,MF
Oleksandr,Zinchenko,1,2,99,2122,28,387.7,405.0,190.0,8,500,98.3,10,0,3,9.0,50,DF
Matthew,Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MF
Ethan,Nwaneri,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MF
Lino,Sousa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DF
Karl,Hein,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,GK
Amario,Cozier-Duberry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Nathan,Butler-Oyedeji,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FW
Jakub,Kiwior,1,0,26,425,6,4.1,53.6,4.0,1,111,6.3,2,0,0,0.3,40,DF
Reuell,Walters,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Mauro,Bandeira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Philippe,Coutinho Correia,1,0,32,777,9,152.5,119.2,218.0,1,98,48.8,3,0,3,2.9,66,MF
Emiliano,Martínez Romero,0,0,135,3139,38,23.0,813.0,0.0,15,678,83.5,11,0,7,6.6,50,GK
Calum,Chambers,0,0,13,345,4,29.8,74.4,8.0,0,67,11.1,0,0,2,0.2,42,DF
Lucas,Digne,1,0,50,1492,25,293.3,271.4,92.0,4,234,65.8,3,0,5,1.2,45,DF
Bertrand,Traoré,2,0,20,226,1,30.7,82.0,79.0,1,57,19.0,1,0,1,0.1,49,MF
Robin,Olsen,0,0,10,280,8,0.0,83.2,0.0,1,62,8.2,1,0,0,1.4,39,GK
Morgan,Sanson,0,0,2,10,1,0.5,4.2,0.0,0,6,0.4,0,0,0,0.2,43,MF
John,McGinn,1,5,90,2692,31,349.2,375.0,326.0,3,354,105.1,10,0,7,0.6,51,MF
Kortney,Hause,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DF
Tyrone,Mings,1,3,130,3150,40,87.7,657.2,121.0,17,617,87.0,12,0,7,12.5,47,DF
Ollie,Watkins,15,8,175,3129,40,408.5,792.0,1268.0,25,550,247.0,13,0,4,12.8,73,FW
Marvelous,Nakamba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MF
Emiliano,Buendía Stati,5,3,117,2404,34,546.3,438.2,580.0,8,370,156.6,11,0,0,0.7,57,MF
Matty,Cash,0,2,57,1817,29,178.0,298.4,67.0,3,311,54.4,4,0,4,3.1,46,DF
Ezri,Konsa Ngoyo,0,0,110,3322,45,116.1,560.4,72.0,6,633,74.9,12,0,6,1.0,44,DF
Leon,Bailey,4,5,100,1964,32,439.1,334.2,532.0,6,242,130.1,8,0,4,2.7,43,MF
Douglas Luiz,Soares de Paulo,6,7,142,2922,35,655.4,661.6,242.0,17,594,155.8,13,1,6,1.0,48,MF
Jacob,Ramsey,6,8,135,2634,33,496.7,607.2,424.0,13,470,152.8,11,0,5,1.5,51,MF
Tim,Iroegbunam,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Diego Carlos,Santos Silva,0,0,4,205,3,13.2,24.8,32.0,0,20,7.0,0,0,0,0.2,47,DF
Anwar,El Ghazi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MF
Keinan,Davis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,FW
Boubacar,Kamara,0,1,44,1773,30,123.4,275.8,39.0,0,235,43.9,3,0,4,0.1,48,MF
Cameron,Archer,0,0,6,43,1,2.4,1.8,6.0,0,13,0.9,0,0,0,1.7,42,FW
Jaden,Philogene-Bidace,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Frédéric,Guilbert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,DF
Leander,Dendoncker,0,0,37,897,14,96.1,143.4,64.0,0,163,30.6,4,0,0,0.1,47,MF
Ludwig,Augustinsson,0,0,2,76,0,1.9,5.6,35.0,0,5,4.2,0,0,1,0.0,43,DF
Kaine,Kesler Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Ashley,Young,1,0,87,2031,28,223.4,380.2,81.0,8,388,68.7,9,0,7,0.8,43,DF
Lamare,Bogarde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Filip,Marschall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Kadan,Young,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Alexandre,Moreno Lopera,0,3,72,1325,10,321.1,254.4,151.0,5,278,72.3,7,0,3,2.1,45,DF
Viljami,Sinisalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Jhon,Durán,0,0,11,126,4,13.4,12.8,51.0,0,15,7.4,0,0,1,0.0,55,FW
Sil,Swinkels,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Oliwier,Zych,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
James,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Sebastian,Revan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Travis,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Tommi,O'Reilly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Adam,Smith,0,1,74,2940,58,261.6,406.2,88.0,5,400,75.7,7,0,11,0.2,43,DF
Junior,Stanislas,0,0,4,58,1,22.9,10.0,7.0,0,13,3.9,0,0,0,0.0,48,MF
Ryan,Fredericks,0,0,12,527,11,26.7,66.0,12.0,0,63,10.6,0,0,1,0.0,44,DF
David,Brooks,0,0,5,170,4,16.4,13.6,31.0,0,7,6.0,0,0,1,0.0,53,MF
Jamal,Lowe,0,0,2,11,0,0.3,0.2,0.0,0,6,0.1,0,0,0,0.0,52,MF
Kieffer,Moore,4,0,57,1269,34,89.6,216.2,272.0,3,161,57.3,3,0,1,0.7,49,FW
Emiliano,Marcondes,0,0,1,8,1,0.0,1.2,0.0,0,3,0.1,0,0,0,0.0,47,MF
Jefferson,Lerma Solís,5,0,101,3252,67,293.6,616.6,311.0,5,500,122.1,7,0,7,0.5,47,MF
Jack,Stacey,0,0,6,293,10,8.6,44.2,8.0,0,36,6.0,0,0,2,0.0,42,DF
Dominic,Solanke,6,10,130,2865,52,279.9,524.8,1046.0,14,339,184.4,8,0,2,3.6,56,FW
Lewis,Cook,0,2,51,1712,39,352.5,313.0,45.0,1,280,71.2,3,0,4,0.1,49,MF
Ben,Pearson,0,0,9,282,10,6.4,21.0,9.0,0,32,3.7,1,0,1,0.1,44,MF
Ryan,Christie,1,2,64,1825,35,421.7,282.0,400.0,2,225,110.5,3,0,2,0.1,53,MF
Philip,Billing,7,2,126,2766,54,388.8,622.0,441.0,14,475,145.2,9,0,5,0.9,50,MF
Chris,Mepham,0,0,43,2197,52,54.4,556.4,134.0,6,369,74.4,5,0,7,0.1,43,DF
Mark,Travers,0,0,28,1035,32,0.0,253.0,0.0,1,193,25.4,2,0,0,0.4,41,GK
Lloyd,Kelly,0,2,60,2040,38,97.7,394.0,26.0,5,372,52.1,5,0,3,0.5,43,DF
Siriki,Dembélé,0,0,6,104,2,52.3,31.8,28.0,0,20,11.3,0,0,0,0.1,47,MF
Jaidon,Anthony,3,1,61,1241,29,209.1,299.4,263.0,4,193,77.2,2,0,2,0.1,52,MF
Jordan,Zemura,0,1,47,1452,31,232.8,269.4,71.0,1,235,57.1,5,0,1,0.1,42,DF
Will,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK
Jack,Stephens,0,0,35,1218,24,57.3,270.0,51.0,1,233,38.0,4,0,3,0.0,43,DF
Joe,Rothwell,0,1,33,1010,15,153.3,127.4,27.0,0,167,30.6,3,0,1,0.0,49,MF
Marcus,Tavernier,5,4,94,1740,37,348.4,459.8,436.0,12,315,124.2,5,0,1,0.2,47,MF
James,Hill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DF
Darren,Randolph,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Norberto,Murara Neto,0,0,93,2385,39,0.0,727.6,0.0,9,510,72.8,6,0,4,0.6,45,GK
Marcos,Senesi,2,0,69,2489,55,78.7,586.0,109.0,5,462,77.5,5,0,7,0.2,44,DF
Christian,Saydee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FW
Owen,Bevan,0,0,1,8,1,0.0,0.2,0.0,0,3,0.0,0,0,0,0.0,40,DF
Cameron,Plain,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Daniel,Adu-Adjei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FW
Michael,Dacosta Gonzalez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MF
Dominic,Sadi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FW
Dango,Ouattara,1,3,49,1239,23,261.0,276.8,274.0,4,163,81.0,1,0,1,0.0,50,MF
Euan,Pollock,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FW
Antoine,Semenyo,1,0,18,250,6,26.5,50.0,32.0,1,56,10.7,0,0,0,0.0,50,FW
Matías,Viña,2,0,28,452,10,28.1,156.4,92.0,0,93,27.7,1,0,1,0.1,45,DF
Illia,Zabarnyi,0,0,7,297,5,0.9,41.2,0.0,0,54,4.1,0,0,0,0.0,45,DF
Hamed,Traorè,0,0,14,425,8,218.5,84.0,36.0,0,60,33.8,2,0,0,0.0,45,MF
Ben,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Max,Kinsey-Wellings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Pontus,Jansson,1,0,29,722,14,2.5,176.2,53.0,0,147,23.4,2,0,0,0.3,42,DF
Christian,Nørgaard,1,6,71,1763,23,173.7,379.2,269.0,6,309,82.3,6,0,6,0.2,53,MF
Ivan,Toney,20,4,182,2953,42,424.3,926.8,1240.0,35,607,258.7,10,0,9,18.2,71,FW
David,Raya Martin,0,0,166,3420,46,20.1,1125.4,4.0,20,822,115.2,12,0,1,14.4,48,GK
Sergi,Canós Tenés,0,0,5,73,2,13.5,7.0,6.0,0,14,2.8,0,0,0,0.1,50,DF
Josh,Dasilva,4,2,81,1371,17,206.1,304.2,182.0,3,274,69.2,5,0,1,3.8,41,MF
Kristoffer,Ajer,0,0,29,763,14,24.7,96.8,27.0,0,129,15.1,4,0,0,0.1,45,DF
Rico,Henry,0,3,112,3240,46,401.9,444.4,197.0,4,505,104.5,11,0,4,2.6,44,DF
Vitaly,Janelt,3,1,85,2201,28,246.1,411.2,223.0,5,357,88.1,8,0,3,0.1,55,MF
Saman,Ghoddos,0,0,15,124,5,62.8,27.2,21.0,0,53,11.1,0,0,0,0.0,48,MF
Mathias,Jensen,5,7,132,2805,40,787.9,644.0,208.0,11,498,164.1,10,0,5,1.8,48,MF
Yoane,Wissa,7,4,111,1587,17,184.5,363.8,414.0,6,292,95.5,7,0,3,0.3,53,MF
Mads,Roerslev Rasmussen,0,0,48,1101,12,120.6,167.6,46.0,0,201,33.4,5,0,0,0.1,43,DF
Mads,Bech Sørensen,0,0,4,18,0,0.2,2.6,0.0,0,12,0.2,0,0,0,0.0,45,DF
Ethan,Pinnock,3,0,112,2700,34,104.9,751.6,279.0,6,575,113.8,10,0,0,0.9,44,DF
Frank,Onyeka,0,3,38,837,11,89.9,125.8,106.0,0,111,32.3,3,0,0,0.0,48,MF
Shandon,Baptiste,0,2,29,600,6,144.5,107.8,54.0,0,123,30.7,1,1,1,0.2,45,MF
Bryan,Mbeumo,9,9,150,2905,39,766.3,662.4,866.0,19,556,229.3,10,0,5,4.0,57,FW
Charlie,Goode,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DF
Marcus,Forss,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FW
Dominic,Thompson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Mads,Bidstrup,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Ellery,Balcombe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Aaron,Hickey,0,3,63,1918,30,119.8,223.6,98.0,2,310,44.2,5,0,7,0.3,49,DF
Keane,Lewis-Potter,0,1,14,313,4,64.0,42.0,114.0,0,37,21.9,0,0,0,0.0,52,MF
Thomas,Strakosha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Ben,Mee,3,2,143,3269,40,92.0,761.4,307.0,11,643,116.3,12,0,2,14.4,48,DF
Fin,Stevens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DF
Halil,Dervişoğlu,0,1,4,6,0,0.0,0.0,10.0,0,11,1.0,0,0,0,0.5,45,FW
Mikkel,Damsgaard,0,0,33,970,14,161.0,137.4,146.0,0,131,44.5,3,0,4,0.1,50,MF
Mathias,Jorgensen,0,1,45,1097,15,18.2,189.8,45.0,4,191,25.6,4,0,2,0.9,39,DF
Ryan,Trevitt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MF
Matthew,Cox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,GK
Tristan,Crama,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Yegor,Yarmolyuk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Kevin,Schade,0,1,29,723,7,110.4,72.2,205.0,0,76,38.7,3,0,2,0.0,49,MF
Michael,Olakigbe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Adam,Lallana,2,1,47,717,10,186.7,144.2,152.0,4,146,48.5,5,0,0,0.1,48,MF
Jason,Steele,0,1,65,1350,23,13.0,347.6,0.0,8,332,36.1,6,0,1,6.0,40,GK
Danny,Welbeck,6,5,91,1844,28,390.6,378.2,782.0,5,296,155.4,6,0,0,2.1,65,FW
Pascal,Groß,9,8,159,3240,51,1215.4,888.4,578.0,14,748,268.6,11,0,7,11.0,54,MF
Lewis,Dunk,1,1,112,3240,50,163.6,661.4,198.0,7,648,102.4,12,0,4,8.2,48,DF
Solly,March,6,10,147,2719,40,965.8,791.8,955.0,16,559,271.4,10,0,2,4.4,52,MF
Adam,Webster,0,0,75,1983,27,104.0,354.0,126.0,3,405,58.4,9,0,2,0.5,45,DF
Joël,Veltman,1,1,95,2183,29,200.8,406.2,162.0,6,447,77.2,10,0,6,2.4,46,DF
Robert,Sánchez,0,0,82,2070,30,0.1,439.0,0.0,10,380,43.9,6,0,2,7.6,44,GK
Tariq,Lamptey,0,0,23,439,7,87.2,70.6,48.0,0,91,20.6,1,0,1,0.9,42,DF
Steven,Alzate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MF
Alexis,Mac Allister,10,2,140,2882,45,729.6,741.0,706.0,18,567,217.8,10,0,8,14.7,56,MF
Jakub,Moder,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MF
Enock,Mwepu,0,1,11,209,4,39.0,48.8,34.0,0,29,12.2,0,0,0,0.0,53,MF
Jeremy,Sarmiento Morante,0,2,16,168,2,38.2,46.6,50.0,0,40,12.9,1,0,1,0.0,45,MF
Moisés,Caicedo Corozo,1,1,79,3138,47,668.6,582.2,210.0,0,503,146.3,10,0,10,0.4,50,MF
Taylor,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Haydon,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Deniz,Undav,5,2,52,614,9,105.7,157.6,333.0,4,173,59.5,2,0,2,0.8,50,FW
Kaoru,Mitoma,7,9,138,2311,35,567.6,566.8,857.0,11,457,198.9,8,0,0,27.3,57,MF
Julio,Enciso,4,3,57,794,12,161.0,255.8,370.0,7,189,78.5,4,0,1,2.4,46,FW
Kacper,Kozłowski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Billy,Gilmour,0,1,21,502,8,56.5,67.6,33.0,0,105,15.8,2,0,1,0.4,42,MF
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Matt,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DF
Jan Paul,van Hecke,0,0,6,291,7,5.5,62.8,10.0,0,54,7.9,0,0,2,0.3,40,DF
Levi,Colwill,0,2,46,1218,21,100.7,222.0,50.0,6,249,37.4,3,0,1,0.2,44,DF
Pervis,Estupiñán,1,7,128,2674,43,752.9,570.2,295.0,15,593,161.3,10,0,4,20.5,50,DF
Evan,Ferguson,6,2,65,942,12,129.1,284.2,350.0,8,213,76.5,6,0,1,1.7,46,FW
Ed,Turns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Andrew,Moran,0,0,1,11,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MF
James,Furlong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Jack,Hinshelwood,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MF
Facundo,Buonanotte,1,1,26,558,12,96.1,87.8,102.0,2,72,27.8,1,0,2,0.1,45,MF
Yasin,Ayari,0,0,3,65,2,25.3,5.4,3.0,0,14,3.3,0,0,0,0.0,45,MF
Odeluga,Offiah,0,0,1,23,3,1.5,6.2,0.0,0,10,0.8,0,0,0,0.0,40,DF
Tom,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
